Mandate ID,Amount,Reference
CUS0009953,85,CUS0009953
CUS0009959,160,CUS0009959
CUS0009960,85,CUS0009960
CUS0009975,310,CUS0009975
CUS0009982,85,CUS0009982
CUS0009984,160,CUS0009984
CUS0009986,219,CUS0009986
CUS0009992,85,CUS0009992
CUS0009993,85,CUS0009993
CUS0009999,85,CUS0009999
CUS0010001,85,CUS0010001
CUS0010002,85,CUS0010002
CUS0010010,160,CUS0010010
CUS0010013,160,CUS0010013
CUS0010018,160,CUS0010018
CUS0010022,85,CUS0010022
CUS0010029,85,CUS0010029
CUS0010037,85,CUS0010037
CUS0010040,85,CUS0010040
CUS0010049,219,CUS0010049
CUS0010052,85,CUS0010052
CUS0010053,85,CUS0010053
CUS0010067,85,CUS0010067
CUS0010092,85,CUS0010092
CUS0010101,229,CUS0010101
CUS0010104,160,CUS0010104
CUS0010107,85,CUS0010107
CUS0010114,85,CUS0010114
CUS0010123,310,CUS0010123
CUS0010133,160,CUS0010133
CUS0010160,85,CUS0010160
CUS0010162,85,CUS0010162
CUS0010187,85,CUS0010187
CUS0010188,235,CUS0010188
CUS0010192,235,CUS0010192
CUS0010208,0,CUS0010208
CUS0010225,85,CUS0010225
CUS0010226,160,CUS0010226
CUS0010236,235,CUS0010236
CUS0010241,160,CUS0010241
CUS0010247,160,CUS0010247
CUS0010260,85,CUS0010260
CUS0010266,235,CUS0010266
CUS0010274,85,CUS0010274
CUS0010277,85,CUS0010277
CUS0010280,235,CUS0010280
CUS0010288,160,CUS0010288
CUS0010290,160,CUS0010290
CUS0010293,160,CUS0010293
CUS0010302,85,CUS0010302
CUS0010305,150,CUS0010305
CUS0010309,85,CUS0010309
CUS0010341,235,CUS0010341
CUS0010355,160,CUS0010355
CUS0010357,85,CUS0010357
CUS0010362,160,CUS0010362
CUS0010364,85,CUS0010364
CUS0010365,160,CUS0010365
CUS0010366,160,CUS0010366
CUS0010374,85,CUS0010374
CUS0010384,85,CUS0010384
CUS0010386,85,CUS0010386
CUS0010403,160,CUS0010403
CUS0010408,85,CUS0010408
CUS0010409,235,CUS0010409
CUS0010411,85,CUS0010411
CUS0010428,160,CUS0010428
CUS0010440,85,CUS0010440
CUS0010446,0,CUS0010446
CUS0010462,85,CUS0010462
CUS0010464,310,CUS0010464
CUS0010470,85,CUS0010470
CUS0010474,85,CUS0010474
CUS0010478,85,CUS0010478
CUS0010480,160,CUS0010480
CUS0010481,160,CUS0010481
CUS0010498,85,CUS0010498
CUS0010505,85,CUS0010505
CUS0010511,235,CUS0010511
CUS0010517,85,CUS0010517
CUS0010526,85,CUS0010526
CUS0010531,85,CUS0010531
CUS0010542,85,CUS0010542
CUS0010543,85,CUS0010543
CUS0010545,160,CUS0010545
CUS0010560,85,CUS0010560
CUS0010566,75,CUS0010566
CUS0010572,170,CUS0010572
CUS0010573,160,CUS0010573
CUS0010585,160,CUS0010585
CUS0010587,85,CUS0010587
CUS0010588,85,CUS0010588
CUS0010589,85,CUS0010589
CUS0010590,85,CUS0010590
CUS0010594,85,CUS0010594
CUS0010607,85,CUS0010607
CUS0010615,160,CUS0010615
CUS0010621,85,CUS0010621
CUS0010629,160,CUS0010629
CUS0010651,85,CUS0010651
CUS0010659,235,CUS0010659
CUS0010660,85,CUS0010660
CUS0010663,85,CUS0010663
CUS0010667,85,CUS0010667
CUS0010668,85,CUS0010668
CUS0010683,85,CUS0010683
CUS0010686,85,CUS0010686
CUS0010687,85,CUS0010687
CUS0010689,85,CUS0010689
CUS0010690,85,CUS0010690
CUS0010692,160,CUS0010692
CUS0010700,160,CUS0010700
CUS0010707,160,CUS0010707
CUS0010710,85,CUS0010710
CUS0010713,160,CUS0010713
CUS0010714,85,CUS0010714
CUS0010717,85,CUS0010717
CUS0010725,160,CUS0010725
CUS0010728,160,CUS0010728
CUS0010730,85,CUS0010730
CUS0010732,85,CUS0010732
CUS0010738,160,CUS0010738
CUS0010740,85,CUS0010740
CUS0010743,85,CUS0010743
CUS0010745,160,CUS0010745
CUS0010750,85,CUS0010750
CUS0010753,85,CUS0010753
CUS0010754,160,CUS0010754
CUS0010758,85,CUS0010758
CUS0010762,85,CUS0010762
CUS0010767,235,CUS0010767
CUS0010774,85,CUS0010774
CUS0010780,85,CUS0010780
CUS0010784,85,CUS0010784
CUS0010788,160,CUS0010788
CUS0010792,85,CUS0010792
CUS0010812,85,CUS0010812
CUS0010815,85,CUS0010815
CUS0010832,85,CUS0010832
CUS0010835,160,CUS0010835
CUS0010844,160,CUS0010844
CUS0010851,85,CUS0010851
CUS0010853,85,CUS0010853
CUS0010857,85,CUS0010857
CUS0010858,85,CUS0010858
CUS0010863,85,CUS0010863
CUS0010864,85,CUS0010864
CUS0010866,85,CUS0010866
CUS0010867,160,CUS0010867
CUS0010869,160,CUS0010869
CUS0010872,85,CUS0010872
CUS0010874,85,CUS0010874
CUS0010884,310,CUS0010884
CUS0010890,160,CUS0010890
CUS0010897,85,CUS0010897
CUS0010898,160,CUS0010898
CUS0010900,160,CUS0010900
CUS0010905,160,CUS0010905
CUS0010909,160,CUS0010909
CUS0010916,160,CUS0010916
CUS0010920,85,CUS0010920
CUS0010924,85,CUS0010924
CUS0010927,160,CUS0010927
CUS0010932,85,CUS0010932
CUS0010938,160,CUS0010938
CUS0010947,85,CUS0010947
CUS0010949,85,CUS0010949
CUS0010955,160,CUS0010955
CUS0010959,160,CUS0010959
CUS0010969,160,CUS0010969
CUS0010972,85,CUS0010972
CUS0010975,85,CUS0010975
CUS0010977,160,CUS0010977
CUS0010980,85,CUS0010980
CUS0010983,160,CUS0010983
CUS0010992,85,CUS0010992
CUS0010998,160,CUS0010998
CUS0011001,160,CUS0011001
CUS0011003,160,CUS0011003
CUS0011013,75,CUS0011013
CUS0011032,160,CUS0011032
CUS0011034,160,CUS0011034
CUS0011036,160,CUS0011036
CUS0011046,85,CUS0011046
CUS0011047,85,CUS0011047
CUS0011056,160,CUS0011056
CUS0011060,235,CUS0011060
CUS0011063,85,CUS0011063
CUS0011064,85,CUS0011064
CUS0011072,85,CUS0011072
CUS0011089,85,CUS0011089
CUS0011091,85,CUS0011091
CUS0011109,85,CUS0011109
CUS0011111,85,CUS0011111
CUS0011112,85,CUS0011112
CUS0011116,85,CUS0011116
CUS0011120,85,CUS0011120
CUS0011121,85,CUS0011121
CUS0011123,85,CUS0011123
CUS0011125,85,CUS0011125
CUS0011138,85,CUS0011138
CUS0011141,85,CUS0011141
CUS0011142,85,CUS0011142
CUS0011144,85,CUS0011144
CUS0011158,138,CUS0011158
CUS0011162,160,CUS0011162
CUS0011166,85,CUS0011166
CUS0011167,160,CUS0011167
CUS0011177,85,CUS0011177
CUS0011182,235,CUS0011182
CUS0011185,85,CUS0011185
CUS0011187,160,CUS0011187
CUS0011207,160,CUS0011207
CUS0011219,150,CUS0011219
CUS0011220,160,CUS0011220
CUS0011231,160,CUS0011231
CUS0011235,85,CUS0011235
CUS0011245,160,CUS0011245
CUS0011249,85,CUS0011249
CUS0011266,160,CUS0011266
CUS0011275,85,CUS0011275
CUS0011280,75,CUS0011280
CUS0011284,85,CUS0011284
CUS0011286,85,CUS0011286
CUS0011295,85,CUS0011295
CUS0011300,85,CUS0011300
CUS0011305,85,CUS0011305
CUS0011306,85,CUS0011306
CUS0011323,160,CUS0011323
CUS0011327,160,CUS0011327
CUS0011332,85,CUS0011332
CUS0011333,85,CUS0011333
CUS0011337,85,CUS0011337
CUS0011354,75,CUS0011354
CUS0011359,85,CUS0011359
CUS0011362,85,CUS0011362
CUS0011363,85,CUS0011363
CUS0011370,85,CUS0011370
CUS0011371,85,CUS0011371
CUS0011383,85,CUS0011383
CUS0011389,85,CUS0011389
CUS0011390,85,CUS0011390
CUS0011391,85,CUS0011391
CUS0011393,85,CUS0011393
CUS0011399,170,CUS0011399
CUS0011405,85,CUS0011405
CUS0011412,160,CUS0011412
CUS0011417,85,CUS0011417
CUS0011419,160,CUS0011419
CUS0011431,85,CUS0011431
CUS0011436,85,CUS0011436
CUS0011465,160,CUS0011465
CUS0011469,160,CUS0011469
CUS0011470,85,CUS0011470
CUS0011474,85,CUS0011474
CUS0011475,85,CUS0011475
CUS0011486,85,CUS0011486
CUS0011517,235,CUS0011517
CUS0011526,160,CUS0011526
CUS0011536,85,CUS0011536
CUS0011537,85,CUS0011537
CUS0011541,160,CUS0011541
CUS0011542,160,CUS0011542
CUS0011544,160,CUS0011544
CUS0011546,310,CUS0011546
CUS0011549,69,CUS0011549
CUS0011554,85,CUS0011554
CUS0011555,85,CUS0011555
CUS0011557,160,CUS0011557
CUS0011565,85,CUS0011565
CUS0011568,85,CUS0011568
CUS0011577,85,CUS0011577
CUS0011581,160,CUS0011581
CUS0011587,160,CUS0011587
CUS0011588,160,CUS0011588
CUS0011593,85,CUS0011593
CUS0011599,160,CUS0011599
CUS0011601,85,CUS0011601
CUS0011602,85,CUS0011602
CUS0011607,85,CUS0011607
CUS0011612,85,CUS0011612
CUS0011615,85,CUS0011615
CUS0011621,85,CUS0011621
CUS0011633,160,CUS0011633
CUS0011638,85,CUS0011638
CUS0011649,85,CUS0011649
CUS0011651,235,CUS0011651
CUS0011656,85,CUS0011656
CUS0011662,85,CUS0011662
CUS0011671,85,CUS0011671
CUS0011672,85,CUS0011672
CUS0011683,85,CUS0011683
CUS0011686,160,CUS0011686
CUS0011687,160,CUS0011687
CUS0011696,310,CUS0011696
CUS0011697,160,CUS0011697
CUS0011702,85,CUS0011702
CUS0011705,85,CUS0011705
CUS0011717,85,CUS0011717
CUS0011743,85,CUS0011743
CUS0011751,385,CUS0011751
CUS0011752,85,CUS0011752
CUS0011758,85,CUS0011758
CUS0011763,85,CUS0011763
CUS0011764,85,CUS0011764
CUS0011765,85,CUS0011765
CUS0011766,160,CUS0011766
CUS0011771,85,CUS0011771
CUS0011773,160,CUS0011773
CUS0011786,85,CUS0011786
CUS0011793,85,CUS0011793
CUS0011794,85,CUS0011794
CUS0011805,85,CUS0011805
CUS0011811,85,CUS0011811
CUS0011833,85,CUS0011833
CUS0011844,160,CUS0011844
CUS0011848,85,CUS0011848
CUS0011865,85,CUS0011865
CUS0011873,85,CUS0011873
CUS0011879,85,CUS0011879
CUS0011889,160,CUS0011889
CUS0011891,160,CUS0011891
CUS0011900,85,CUS0011900
CUS0011901,85,CUS0011901
CUS0011927,160,CUS0011927
CUS0011948,85,CUS0011948
CUS0011950,85,CUS0011950
CUS0011952,160,CUS0011952
CUS0011957,85,CUS0011957
CUS0011961,160,CUS0011961
CUS0011963,85,CUS0011963
CUS0011977,85,CUS0011977
CUS0011984,160,CUS0011984
CUS0012006,160,CUS0012006
CUS0012010,160,CUS0012010
CUS0012014,235,CUS0012014
CUS0012021,85,CUS0012021
CUS0012022,85,CUS0012022
CUS0012024,160,CUS0012024
CUS0012032,85,CUS0012032
CUS0012033,85,CUS0012033
CUS0012042,85,CUS0012042
CUS0012044,85,CUS0012044
CUS0012047,160,CUS0012047
CUS0012054,85,CUS0012054
CUS0012062,85,CUS0012062
CUS0012074,85,CUS0012074
CUS0012085,85,CUS0012085
CUS0012134,85,CUS0012134
CUS0012143,0,CUS0012143
CUS0012147,85,CUS0012147
CUS0012151,160,CUS0012151
CUS0012154,160,CUS0012154
CUS0012158,85,CUS0012158
CUS0012160,85,CUS0012160
CUS0012162,85,CUS0012162
CUS0012163,85,CUS0012163
CUS0012168,85,CUS0012168
CUS0012173,310,CUS0012173
CUS0012183,85,CUS0012183
CUS0012201,85,CUS0012201
CUS0012203,85,CUS0012203
CUS0012204,85,CUS0012204
CUS0012209,85,CUS0012209
CUS0012227,85,CUS0012227
CUS0012236,85,CUS0012236
CUS0012240,310,CUS0012240
CUS0012241,576,CUS0012241
CUS0012259,85,CUS0012259
CUS0012260,235,CUS0012260
CUS0012266,85,CUS0012266
CUS0012271,85,CUS0012271
CUS0012272,85,CUS0012272
CUS0012284,85,CUS0012284
CUS0012297,85,CUS0012297
CUS0012300,160,CUS0012300
CUS0012303,235,CUS0012303
CUS0012318,85,CUS0012318
CUS0012331,85,CUS0012331
CUS0012338,160,CUS0012338
CUS0012345,85,CUS0012345
CUS0012347,85,CUS0012347
CUS0012356,85,CUS0012356
CUS0012361,85,CUS0012361
CUS0012366,310,CUS0012366
CUS0012375,85,CUS0012375
CUS0012377,150,CUS0012377
CUS0012394,85,CUS0012394
CUS0012397,85,CUS0012397
CUS0012411,160,CUS0012411
CUS0012426,85,CUS0012426
CUS0012441,85,CUS0012441
CUS0012442,85,CUS0012442
CUS0012445,160,CUS0012445
CUS0012447,235,CUS0012447
CUS0012462,85,CUS0012462
CUS0012466,160,CUS0012466
CUS0012467,235,CUS0012467
CUS0012479,170,CUS0012479
CUS0012484,85,CUS0012484
CUS0012517,85,CUS0012517
CUS0012525,85,CUS0012525
CUS0012534,160,CUS0012534
CUS0012538,160,CUS0012538
CUS0012550,85,CUS0012550
CUS0012564,85,CUS0012564
CUS0012570,85,CUS0012570
CUS0012571,85,CUS0012571
CUS0012575,85,CUS0012575
CUS0012581,160,CUS0012581
CUS0012585,85,CUS0012585
CUS0012588,150,CUS0012588
CUS0012601,160,CUS0012601
CUS0012604,85,CUS0012604
CUS0012613,85,CUS0012613
CUS0012614,75,CUS0012614
CUS0012621,85,CUS0012621
CUS0012627,85,CUS0012627
CUS0012640,85,CUS0012640
CUS0012643,85,CUS0012643
CUS0012646,85,CUS0012646
CUS0012657,0,CUS0012657
CUS0012662,160,CUS0012662
CUS0012663,225,CUS0012663
CUS0012666,150,CUS0012666
CUS0012700,160,CUS0012700
CUS0012718,85,CUS0012718
CUS0012719,85,CUS0012719
CUS0012721,160,CUS0012721
CUS0012746,160,CUS0012746
CUS0012824,160,CUS0012824
CUS0012837,160,CUS0012837
CUS0012854,85,CUS0012854
CUS0012860,85,CUS0012860
CUS0012862,85,CUS0012862
CUS0012867,85,CUS0012867
CUS0012868,85,CUS0012868
CUS0012869,85,CUS0012869
CUS0012873,85,CUS0012873
CUS0012877,85,CUS0012877
CUS0012879,85,CUS0012879
CUS0012886,85,CUS0012886
CUS0012892,85,CUS0012892
CUS0012896,160,CUS0012896
CUS0012902,160,CUS0012902
CUS0012910,160,CUS0012910
CUS0012930,385,CUS0012930
CUS0012941,85,CUS0012941
CUS0012945,85,CUS0012945
CUS0012946,85,CUS0012946
CUS0012947,85,CUS0012947
CUS0012953,85,CUS0012953
CUS0012956,85,CUS0012956
CUS0012970,85,CUS0012970
CUS0012981,85,CUS0012981
CUS0012991,85,CUS0012991
CUS0013000,235,CUS0013000
CUS0013001,85,CUS0013001
CUS0013011,85,CUS0013011
CUS0013046,160,CUS0013046
CUS0013051,85,CUS0013051
CUS0013054,160,CUS0013054
CUS0013056,160,CUS0013056
CUS0013063,160,CUS0013063
CUS0013072,85,CUS0013072
CUS0013075,85,CUS0013075
CUS0013076,235,CUS0013076
CUS0013083,85,CUS0013083
CUS0013088,85,CUS0013088
CUS0013109,85,CUS0013109
CUS0013114,235,CUS0013114
CUS0013124,75,CUS0013124
CUS0013125,85,CUS0013125
CUS0013127,85,CUS0013127
CUS0013128,75,CUS0013128
CUS0013131,75,CUS0013131
CUS0013142,85,CUS0013142
CUS0013148,85,CUS0013148
CUS0013151,85,CUS0013151
CUS0013152,85,CUS0013152
CUS0013159,85,CUS0013159
CUS0013173,235,CUS0013173
CUS0013188,85,CUS0013188
CUS0013198,85,CUS0013198
CUS0013202,85,CUS0013202
CUS0013205,160,CUS0013205
CUS0013206,85,CUS0013206
CUS0013223,85,CUS0013223
CUS0013236,85,CUS0013236
CUS0013238,85,CUS0013238
CUS0013248,85,CUS0013248
CUS0013249,85,CUS0013249
CUS0013280,85,CUS0013280
CUS0013284,85,CUS0013284
CUS0013290,160,CUS0013290
CUS0013302,235,CUS0013302
CUS0013307,85,CUS0013307
CUS0013325,85,CUS0013325
CUS0013331,85,CUS0013331
CUS0013332,85,CUS0013332
CUS0013356,310,CUS0013356
CUS0013359,160,CUS0013359
CUS0013371,85,CUS0013371
CUS0013372,160,CUS0013372
CUS0013373,85,CUS0013373
CUS0013396,85,CUS0013396
CUS0013400,85,CUS0013400
CUS0013420,85,CUS0013420
CUS0013435,235,CUS0013435
CUS0013440,160,CUS0013440
CUS0013442,85,CUS0013442
CUS0013450,160,CUS0013450
CUS0013481,85,CUS0013481
CUS0013484,85,CUS0013484
CUS0013499,85,CUS0013499
CUS0013501,75,CUS0013501
CUS0013516,85,CUS0013516
CUS0013527,160,CUS0013527
CUS0013533,85,CUS0013533
CUS0013534,160,CUS0013534
CUS0013537,160,CUS0013537
CUS0013544,85,CUS0013544
CUS0013545,160,CUS0013545
CUS0013548,160,CUS0013548
CUS0013549,160,CUS0013549
CUS0013552,85,CUS0013552
CUS0013554,85,CUS0013554
CUS0013594,85,CUS0013594
CUS0013600,69,CUS0013600
CUS0013608,85,CUS0013608
CUS0013610,85,CUS0013610
CUS0013634,160,CUS0013634
CUS0013673,375,CUS0013673
CUS0013675,160,CUS0013675
CUS0013680,160,CUS0013680
CUS0013692,85,CUS0013692
CUS0013699,160,CUS0013699
CUS0013703,85,CUS0013703
CUS0013717,85,CUS0013717
CUS0013753,160,CUS0013753
CUS0013756,160,CUS0013756
CUS0013782,160,CUS0013782
CUS0013801,85,CUS0013801
CUS0013811,235,CUS0013811
CUS0013826,85,CUS0013826
CUS0013831,85,CUS0013831
CUS0013837,85,CUS0013837
CUS0013838,235,CUS0013838
CUS0013845,85,CUS0013845
CUS0013873,85,CUS0013873
CUS0013874,160,CUS0013874
CUS0013876,85,CUS0013876
CUS0013877,160,CUS0013877
CUS0013884,235,CUS0013884
CUS0013887,85,CUS0013887
CUS0013892,85,CUS0013892
CUS0013910,85,CUS0013910
CUS0013913,85,CUS0013913
CUS0013917,160,CUS0013917
CUS0013919,85,CUS0013919
CUS0013934,85,CUS0013934
CUS0013937,160,CUS0013937
CUS0013945,160,CUS0013945
CUS0013958,85,CUS0013958
CUS0014030,160,CUS0014030
CUS0014031,160,CUS0014031
CUS0014034,85,CUS0014034
CUS0014042,85,CUS0014042
CUS0014056,235,CUS0014056
CUS0014066,85,CUS0014066
CUS0014068,85,CUS0014068
CUS0014080,85,CUS0014080
CUS0014083,85,CUS0014083
CUS0014084,160,CUS0014084
CUS0014182,160,CUS0014182
CUS0014197,160,CUS0014197
CUS0014201,85,CUS0014201
CUS0014208,160,CUS0014208
CUS0014215,85,CUS0014215
CUS0014233,69,CUS0014233
CUS0014254,235,CUS0014254
CUS0014285,85,CUS0014285
CUS0014287,300,CUS0014287
CUS0014292,85,CUS0014292
CUS0014311,85,CUS0014311
CUS0014329,85,CUS0014329
CUS0014338,150,CUS0014338
CUS0014356,85,CUS0014356
CUS0014363,245,CUS0014363
CUS0014364,85,CUS0014364
CUS0014367,150,CUS0014367
CUS0014377,85,CUS0014377
CUS0014382,150,CUS0014382
CUS0014385,160,CUS0014385
CUS0014391,160,CUS0014391
CUS0014401,150,CUS0014401
CUS0014402,85,CUS0014402
CUS0014405,85,CUS0014405
CUS0014410,235,CUS0014410
CUS0014419,85,CUS0014419
CUS0014428,85,CUS0014428
CUS0014433,85,CUS0014433
CUS0014443,85,CUS0014443
CUS0014451,85,CUS0014451
CUS0014457,85,CUS0014457
CUS0014473,150,CUS0014473
CUS0014487,85,CUS0014487
CUS0014488,160,CUS0014488
CUS0014494,85,CUS0014494
CUS0014509,85,CUS0014509
CUS0014516,85,CUS0014516
CUS0014532,85,CUS0014532
CUS0014544,160,CUS0014544
CUS0014545,160,CUS0014545
CUS0014551,85,CUS0014551
CUS0014553,160,CUS0014553
CUS0014569,160,CUS0014569
CUS0014579,85,CUS0014579
CUS0014582,160,CUS0014582
CUS0014590,85,CUS0014590
CUS0014591,85,CUS0014591
CUS0014597,85,CUS0014597
CUS0014602,85,CUS0014602
CUS0014603,85,CUS0014603
CUS0014609,85,CUS0014609
CUS0014612,160,CUS0014612
CUS0014619,235,CUS0014619
CUS0014621,160,CUS0014621
CUS0014628,85,CUS0014628
CUS0014636,160,CUS0014636
CUS0014640,85,CUS0014640
CUS0014643,160,CUS0014643
CUS0014644,85,CUS0014644
CUS0014650,160,CUS0014650
CUS0014651,85,CUS0014651
CUS0014677,85,CUS0014677
CUS0014682,85,CUS0014682
CUS0014683,85,CUS0014683
CUS0014685,85,CUS0014685
CUS0014687,160,CUS0014687
CUS0014690,69,CUS0014690
CUS0014696,160,CUS0014696
CUS0014697,85,CUS0014697
CUS0014698,85,CUS0014698
CUS0014700,85,CUS0014700
CUS0014719,85,CUS0014719
CUS0014722,69,CUS0014722
CUS0014726,85,CUS0014726
CUS0014734,85,CUS0014734
CUS0014739,85,CUS0014739
CUS0014742,160,CUS0014742
CUS0014746,85,CUS0014746
